,id,question,score,feedback,answer
109,Short_answer_C,What is the difference between exact and fixed decomposition?,2,,In exact decomposition the map is split into parts based on free spaces which can be turned into a graph and then can be used to search a certain target while in fixed decomposition the map is split into squares of equal size with each one assigned a occupancy value.
110,Short_answer_C,What is the difference between exact and fixed decomposition?,2,,"In exact decomposition, the different regions of free space and obstacles are marked by the geometrical boundaries of the obstacles and the free spaces are considered as entire nodes. In a sparse environment, this will mean only a small number of nodes irrespective of the size of the environment. 

Fixed decomposition on the other hand, divides the entire environment to be mapped into a grid of certain cell size, and then the cells with obstacles in them are marked. The amount of data will depend on the size of the map and the chosen cell size. If the cell size is smaller, it will give a more accurate representation at the cost of additional memory and processing, while a larger cell size would mean only a rough estimate of the obstacle will be provided, and sometimes useful information like narrow passageways between obstacles might be lost."
111,Short_answer_C,What is the difference between exact and fixed decomposition?,1,,"In exact decomposition, we select boudaries between discrete cells based on geometric criticality, in the fixed decomposition the environment is transformed from continous real world into a descrete approximation."
112,Short_answer_C,What is the difference between exact and fixed decomposition?,2,,"Well, the main differnce is that in fixed cell decomposition the cell size is fixed and in exact decomposition the cell size and shape is dependent on the free spaces between obstacles.

In exact cell decomposition the map is split into a set of nodes of free areas using a set of straight lines. these nodes forms a graph that can be searched for a certain target.

In fixed decomposition, the cell size is a predefined hyperparameter that has to be tuend to perserve resources while maintaining representation. e.g. the narrow passages may dissappeer if we use a big cell size."
113,Short_answer_C,What is the difference between exact and fixed decomposition?,2,," 
<table>
    <tr>
        <td>Exact cell decomposition</td>
        <td> Fixed cell decomposition</td>
    </tr>
    <tr>
        <td>Main guiding principle is free space</td>
        <td>Main guiding principle is tesselation of the map into polygon shape.</td>
    </tr>
    <tr>
        <td>It is not important where exactly is robot in the free sapce, but how robot traverse through the free space </td>
        <td>Grid cells are occupied or free. We have variation of foixed cell called occupancy grid map.</td>
    </tr>
    <tr>
        <td>Small passages are risky to traverse</td>
        <td>small passages are lost in fixed cells</td>
    </tr>

</table>
"
114,Short_answer_D,What are some of the disadvantages of a occupancy grid map?,2,-Incompatible with closed-world assumption ,"
* As the environment increases its size, the memory it takes in robot to map will also increase, so it will create memory issues
* It mainly work on geometric grid feature so the geometry sholud be the major feature in occupancy grid map"
115,Short_answer_D,What are some of the disadvantages of a occupancy grid map?,1,"-Memory requirement grows with increasing size of the map and with decreasing cell size. It reserves memory for grids to represent complete map, which is infeasible for bigger maps
-Incompatible with closed-world assumption 
-It can only represent geometrical features "," - Occupancy grid map does not represent the exact shape of the objects in the environment.
 - The path found using the occupancy grid map can be longer than the optimal path because of this."
116,Short_answer_D,What are some of the disadvantages of a occupancy grid map?,2,,"- As the number of objects/ obstacles increases within the envrionment, the memory required for the map increases.
- The map generation is slower and takes time.
- closed world assumption is not possible
- Since each cell needs to be represented by a counter, the amount of memeory needed is high.
- Narrow spaces maynot be detected with this approach."
117,Short_answer_D,What are some of the disadvantages of a occupancy grid map?,2,,"- Occupancy grid maps are not efficient as the size of the environment increases the memory consumption increases.
- Occupancy grid maps decompose on the basis of the geometry components so they are not suitable for the situation where geometry in not an essential feature."
118,Short_answer_D,What are some of the disadvantages of a occupancy grid map?,0,,"- The map has to be converted into a grid representation, and is overlapped on to the terrain which sometimes fails to capture the 3D information of the environment."
119,Short_answer_D,What are some of the disadvantages of a occupancy grid map?,"0,5","-Memory requirement grows with increasing size of the map and with decreasing cell size. It reserves memory for grids to represent complete map, which is infeasible for bigger maps
-Incompatible with closed-world assumption 
-It can only represent geometrical features 
-Narrow passages are difficult to traverse with bigger cell size","#### Disadvantages of occupancy grid map

- Sometimes it is not possible to accurately predict if there is an obstacle in a particular cell, due to the noisy sensor measurements.
- #### Less accuracy in bigger space
For a bigger environment, it is not possible to accurately predict if a cell is occupied with the sensor data, due to limitations in the sensor capabilities.

- It is not possible to say if a cell is half-occuppied or completely occupied.

"
120,Short_answer_D,What are some of the disadvantages of a occupancy grid map?,"1,5","-It can only represent geometrical features
-Incompatible with closed-world assumption memory requirement increases with decreasing cell size.","1. If the distance between two objects is not sufficient then while converting them into matrix, the space between them can be ignored and even though robot can pass through them the map will not show any path.
2. Occupancy grid map the storage space depends on the environemnt size. So, if less storage is specified for the map then it would not give accurate results."
121,Short_answer_D,What are some of the disadvantages of a occupancy grid map?,2,,"1. Occupancy grid take large memory space
2. With increase in environment size, occupancy grid map size increases. For large environment occupancy grid map is not suitable"
122,Short_answer_D,What are some of the disadvantages of a occupancy grid map?,1,,"1. size of map in memory grow swith the size of environment.
2. It is not compatible with closed world assumptions.
3. In environments where freatures are not geometric, it is not useful."
123,Short_answer_D,What are some of the disadvantages of a occupancy grid map?,2,,"1. This map will be inaccurate in some cases where the obstacles are too close to each others.

2. If the number of grid cell is too much, the computation cost could be seen as a burden for hardware."
124,Short_answer_D,What are some of the disadvantages of a occupancy grid map?,2,,"1) Occupancy grid map size grows as the environment size grows.

2) Occupancy grid map uses fixed grid cell on to the map, so it reduces the granular details from the map."
125,Short_answer_D,What are some of the disadvantages of a occupancy grid map?,1,,"An occupancy grid map is a variation under fixed decomposition that overlays a grid over the environment to be mapped. Due to its design and functioning, some memory must always be kept available for each cell in the grid which will result in higher memory requirements. Also, this forceful overlay of the grid will mean that the geometric details of the map will be taken more into consideration."
126,Short_answer_D,What are some of the disadvantages of a occupancy grid map?,1,,An occupancy grid map needs high computational costs.
127,Short_answer_D,What are some of the disadvantages of a occupancy grid map?,2,,"Disadvantages of a occupancy grid map:

    1. The occupancy grip map required higher memory as the number of grid cell increse.
    2. The general closed world aussumption can not be made inorder to reduce memory usage."
128,Short_answer_D,What are some of the disadvantages of a occupancy grid map?,2,,Disadvantages of occupancy grid map is that the size of the map will grow as the robot analyses more environment. This wont be compatible with close world assumptions. And hence won't enable continous representation.
129,Short_answer_D,What are some of the disadvantages of a occupancy grid map?,1,"-Memory requirement grows with increasing size of the map and with decreasing cell size. It reserves memory for grids to represent complete map
-Incompatible with closed-world assumption 
-It can only represent geometrical features","If the resolution (amount of rows and collumns) is too low, the resolution of the map will mark larger portions of the area as not usable by the robot, even though only a small fraction of the cell is occupied by the obstacle/object. 
This is particullarly unhelpful in events of narrow passages. If two objects are close together, but the gap is large enough for the robot to navigate through, the occupancy grid map, will most likely ""close"" of this narrow passage, and make it unusable for the robot. 
To overcome this disadvantages, the resolution of the grid map can be increased, but at a higher computational cost. "
130,Short_answer_D,What are some of the disadvantages of a occupancy grid map?,2,,"In occupancy grid map, the map is divided into cell and the cells only have information such as its filled or not. So there is not information about the adjacent cells is encoded in the cell memory. The computational power required will be more in case of using occupancy gird for localisation/planning"
131,Short_answer_D,What are some of the disadvantages of a occupancy grid map?,1,"-Memory requirement grows with increasing size of the map and with decreasing cell size. It reserves memory for grids to represent complete map, which is infeasible for bigger maps
-Incompatible with closed-world assumption 
-It can only represent geometrical features","In occupancy grid map, the map is divided into grids. If the  obstacle occupies even a small portion of this grid, then the entire grid is marked as an obstacle. So if there is very little distance between two obstacles, after decomposition no space might be left between the obstacle thus the robot may be unable to find a path even if it is possible to navigate between the obstacles."
132,Short_answer_D,What are some of the disadvantages of a occupancy grid map?,"1,5",Incompatible with closed-world assumption and should reserve memory for grids to represent complete map,In Ocuupancy grid maps as the size of the grid decreases there is an exponential increase in the memory size but accompanied with an increase in accuracy. The occupancy grid maps are suited for creating local maps than global. Occupancy grid maps also lose information about partially filled spaces and density of the filled space. Narrow passages can also seem blocked in this map type.
133,Short_answer_D,What are some of the disadvantages of a occupancy grid map?,1,,"in the occupancy grid map it must have space set aside for all cells in the discrete grid matrix and this makes the size of the map in the memory grow more with the size of the environment. Also, it will impose a geometric grid on all environments and can be a disadvantage in siatuation were we are not looking for geometric features."
134,Short_answer_D,What are some of the disadvantages of a occupancy grid map?,1,"-It can only represent geometrical features
-memory requirement increases with decrease in cell size
-Incompatible with closed-world assumption",It consumes alot of memory as each grid have a value even if it is not explored yet and thus it become high in cost in terms of memory in large envriments or maps
135,Short_answer_D,What are some of the disadvantages of a occupancy grid map?,2,,occupancy grid grows along with the size of map it covers so it becomes memory expensive as it has to keep all the grid cells in the memory.
136,Short_answer_D,What are some of the disadvantages of a occupancy grid map?,2,,Occupancy grid map memory requirements increase significantly with the increase in map size as we use a predefined fixed cell size.
137,Short_answer_D,What are some of the disadvantages of a occupancy grid map?,1,,Occupancy grid map required huge computational power when the map is large and the window size is relative small. Because it takes more time to loop throught the whole map with a smaller window.
138,Short_answer_D,What are some of the disadvantages of a occupancy grid map?,1,"-Incompatible with closed-world assumption 
-It can only be used to represent the geometrical features 
-Increase in resolution also increases memory requirement",Occupancy grid map requires very large memory to store the map of the environment. with an incease in the size of environment the size of map increases which inreases computational complexity.
139,Short_answer_D,What are some of the disadvantages of a occupancy grid map?,2,,"Occupancy grid maps are limited in precision by the cell size. As the cell size decreases, the map gets more accurate but computational cost increases. This creates a large trade-off between accuracy and computational cost. Furthermore, in the case of the assignment, large cell sizes caused small pathways between obstacles to disappear, limiting the robot's available movement space."
140,Short_answer_D,What are some of the disadvantages of a occupancy grid map?,2,,Occupancy grid maps will eliminate narrow paths to the goal if the map resolution is low. Cannot respresent the envirnoment accurately.
141,Short_answer_D,What are some of the disadvantages of a occupancy grid map?,1,,"Some of the disadvantages of occupancy grid map are-

1 In occupancy grid narrow passage details might lost, which makes it difficult to navigate.

2 in occupancy grid required less memory"
142,Short_answer_D,What are some of the disadvantages of a occupancy grid map?,1,"-Memory requirement grows with the increasing size of the map and with decreasing cell size.
-Incompatible with closed-world assumption and should reserve memory for grids to represent the complete map
-It can only represent geometrical features","The disadvantages of occupancy grid map are:
- In some cases the salient features may not be polygons
- Narrow passages may be lost "
143,Short_answer_D,What are some of the disadvantages of a occupancy grid map?,"1,5","Memory requirement grows with increasing size of the map and with decreasing cell size.
It can only represent geometrical features 
It is incompatible with closed world assumption
","The disadvantages of the occupancy grid map are that the size of map increases with the size of the environment. And if the sample size is kept at a small value, it will fill the memory space completely in no-time. And it is also not compatible with "
144,Short_answer_D,What are some of the disadvantages of a occupancy grid map?,2,,The first disadvantage of an occupancy grid map is the direct proportionality of the map in robot memory with the size of the environment. It is also incompatible with the closed-world approach which is highly useful in reducing memory size and complexity as in the case of continuous representations.
145,Short_answer_D,What are some of the disadvantages of a occupancy grid map?,2,,"The following are the disadvantages of an occupancy grid map:
1. There might be losses of narrow passages when creating an occupancy grid map.
2. In lower sizes of the images, the objects may not appear as clear or with smooth surfaces. Hence higher sizes are needed so more memory may be required. 
"
146,Short_answer_D,What are some of the disadvantages of a occupancy grid map?,0,"disadvantages has to be listed.
-Memory requirement grows with increasing size of the map and with decreasing cell size. It reserves memory for grids to represent complete map, which is infeasible for bigger maps
-Incompatible with closed-world assumption 
-It can only represent geometrical features (-0.5)
-Narrow passage","The occupancy grid map distinguish the openspace and obstacles with binary data, 0 and 1. Therefore, it is computationally less cost and is easily updated by robot."
147,Short_answer_D,What are some of the disadvantages of a occupancy grid map?,2,,The required storage space grows with the size of the environment. This effect plays a big role especially with small cell size. 
148,Short_answer_D,What are some of the disadvantages of a occupancy grid map?,"1,5","-Incompatible with closed-world assumption
-It can only represent geometrical features","The size of map increases keeps increasing when the robot maps the environment<br>
When the size of grid is reduced to the memory consumption to store map is untenable"
149,Short_answer_D,What are some of the disadvantages of a occupancy grid map?,2,,The size of the map in the robots memory grows with the size of an environment. In occupancy grid map each cell occupies certain memory therefore seprate memory is required for each cell. the greater the environment the larger the memory is required.
150,Short_answer_D,What are some of the disadvantages of a occupancy grid map?,"1,5","1. Prominently memory requirement increases.
- Incompatible with closed-world assumption","There are following disadvantages of the occupancy drid map:

1. For the large maps and for the maps which have high resolution(more grid cells), the occupancy grid map gives a representation which is computational expensive.
2. Occupancy grid map will not be a good option for the environment of which the geometry of objects is not the prominent feature that need to be considered."
151,Short_answer_D,What are some of the disadvantages of a occupancy grid map?,2,," 


Disadvantages of Occupancy Grid map:
1. loss of narrow passages, robot can not traverse through it
2. if the grid/ cell size is very small then it is intenable
3. it takes more memory and processing time. 
4. loss of detail if cell size is increased. "
152,Short_answer_E,What is a topological map and what information does it encode? Give an example when explaining your answer.,2,,"- Topological map is a represenation of a map in terms of nodes and vertices.
- Nodes represent the rooms and the vertices represent the corridors.
- It is easy to compute as it follows graph search to find a path.
- The robot should has the ability to determine which room is it in and to which node that room corresponds to."
153,Short_answer_E,What is a topological map and what information does it encode? Give an example when explaining your answer.,2,,"- Topological maps overcome the disadvantage of the occupancy grid maps as topological maps doesn't consider the geometry as the main component. It basically represents the essential features of the world in the form of the nodes and edges. 

- Nodes represents the components of the environment and the edges represent the relationship between these nodes.

- Two contraints in the topological maps are :
1. The robot should know its position in the node.
2. Ability to move from one node to another."
154,Short_answer_E,What is a topological map and what information does it encode? Give an example when explaining your answer.,3,,"- While other maps try to embed the geometrical aspects of the objects within the environment, the topological approach utilizes the characteristics of the environment.
- Topological map is represented in the form a graph with the node as the free spac that is travellable and the edges represents the path that can be used for traversing.
- Utilizes very low memory.
- An example is the hallway and the rooms of the university. Each node can represent the navigatable subgoals and the rooms can also be represented as the node that are connected with the hallway node.
- Robot needs to have an idea of how to enter and leave a node, how to localize in which node it is and the means to travel between the nodes."
155,Short_answer_E,What is a topological map and what information does it encode? Give an example when explaining your answer.,3,"""informatoin about the distance between the nodes"" is not necessarily required ","#### Topological map
- Topological map is represented by object's charateristics using nodes rather than it's geometric shape. For example: If a robot sees a Television, a furniture and a sofa. It could conclude that it is in the living room.
- It has the information of nodes and it's distance between them.
- A robot in the topological map should be able to localize itself and it should be able to navigate through the nodes in the environment."
156,Short_answer_E,What is a topological map and what information does it encode? Give an example when explaining your answer.,2,,"1. A topological map is a map which represents the environment in the form of nodes and arcs that connect the nodes ( walls ).
2. In this, a node may represent an area which is recognized by the presence of entry and exit spaces. The arcs show the connection between these nodes and the robot needs to follow it. 
3. For example, while moving, a robot may move from one room to another ( in this case nodes ) and connects different nodes with an arc. In such a case, the robot knows where it is at all times and has the means to move. "
157,Short_answer_E,What is a topological map and what information does it encode? Give an example when explaining your answer.,3,"""without any obstacle"" this statement is not completely correct. The arcs represent adjacency or traversibility between nodes","1. Topological map - Topological map represents topological decomposition. It focuses on characteristics of the environment instead of geometrical representation of the environment. It encodes information about nodes and links in which nodes represent area and links represent adjacency between nodes. 
2. Example - If there are nodes in topological map as A and B with link between them, then the robot can travel from area A to B and and B to A without any obstacle or intermidiate node."
158,Short_answer_E,What is a topological map and what information does it encode? Give an example when explaining your answer.,3,,"1. Topological maps will have nodes connected with edges. It is a dynamic way to represent the environment as nodes can be inserted or deleted any time.
2. Generally, node size is not defined. We can have semantic information in nodes and edges.
3. Behind node, we may have other map representations like occupancy grid map.
4. Behind edges, we can encode landmarks or features.
5. For e.g. If Door is a node, we can add more semantic information like if door is closed, open or partially open. Or we can have hierarchical maps behind nodes."
159,Short_answer_E,What is a topological map and what information does it encode? Give an example when explaining your answer.,3,,"A topological map does not provide a geometrical representation. The information is stored as a graph. The nodes are areas and the edges are connections between them. It is possible to label the nodes and the edges. For example, it is possible to make a topological map about a house, by representing every room as a node and the edges represent how they are connected to each other."
160,Short_answer_E,What is a topological map and what information does it encode? Give an example when explaining your answer.,2,,"A topological map encode the representation of the environment as a connect graph, where each cell is a node and is connected to adjacent cell called a edge. It encodes the cell as a node and represents the adjacency as an edge. For example cells A, B, C, D then A -> B -> C -> D. In this case the neighboring cells are A and B, B and C, C and D."
161,Short_answer_E,What is a topological map and what information does it encode? Give an example when explaining your answer.,2,,"A topological map is a graph that abstract the environment into nodes and connections/axes. The nodes represent points, objects or places in the environment while axes represent their adjacensy to each other. "
162,Short_answer_E,What is a topological map and what information does it encode? Give an example when explaining your answer.,3,,"A topological map is a graph that consists of nodes and arcs (or edges). The nodes encode the areas where the robots move and the arcs encode the adjacency of the nodes with other nodes. For example, considering a office floor with 3 rooms (side to side) if the robot is present in the middle room, a topological map would represent the middle node as the current node and the arcs would represent the adjacent rooms 1 and 3.  "
163,Short_answer_E,What is a topological map and what information does it encode? Give an example when explaining your answer.,2,"The areas are decided and distinguished on the basis of relevant characteristics perceivable by the sensors of the agent. In the application of navigation, the robot should be able to localize and traverse between nodes","A topological map is a graph, which represents areas of interest as nodes (like rooms, hallways etc.) and connects adjacent nodes, to represent a connection between e.g. rooms, which can be traveresed by the robot. "
164,Short_answer_E,What is a topological map and what information does it encode? Give an example when explaining your answer.,2,,"A topological map is a graphical representation of the environment into nodes and connectivity between these nodes. These nodes are used to denote areas in the world and arcs are used to denote adjacency of these nodes. When two node are adjacent they can travel directly without traversing through any other node. Hence, a topological map avoids direct measurement of the geometry of the environment."
165,Short_answer_E,What is a topological map and what information does it encode? Give an example when explaining your answer.,3,,"A topological map is a high level abstraction of the environement where each place is encoded as node the discribe its properties and features for the robot to be able to recognize. these noded are connected with edges that helps the robot plan to move between nodes.

In case of an appartemnt, each room can be abstracted as a node and the relative positon of the rooms is encoded by the edges between nodes."
166,Short_answer_E,What is a topological map and what information does it encode? Give an example when explaining your answer.,3,,"A topological map is a map that consists out of nodes. Each node represents an area of free space and includes the information of nodes, which could be accessed from that area. 
An example would be a mapping like this:
""Node A"": [""Node B"", ""Node D""]
""Node B"": [""Node A"", ""Node C""]
""Node C"": [""Node B""]
""Node D"": [""Node A""]
In this example, the robot could travel from area A to area B or D."
167,Short_answer_E,What is a topological map and what information does it encode? Give an example when explaining your answer.,3,,"A topological map is a way of representing the features other than the geometric considerations of the environment. It typically encodes nodes and arcs that connect these nodes. These nodes can be of various sizes and types, but the one thing they have in common is that they all have the information on the entry and exit point for the robot. An example would be, in the topological representation of a building floor plan, each free room will be a node, and there will be an arc that connects each of these free rooms to the free hallway. The robot must have the required components to localize itself within each node and travel between nodes. "
168,Short_answer_E,What is a topological map and what information does it encode? Give an example when explaining your answer.,1,,"A topological map is an alternative method based on an occupancy grid and it encodes nodes wich are the areas or objects in the environment and also arcs, which connect the nodes.
When the robot is in one particular node the robot can move to another node that is connected with an arc to that node."
169,Short_answer_E,What is a topological map and what information does it encode? Give an example when explaining your answer.,3,,"A topological map is composed of nodes and edges. Each node is a free space, such as a room or points in a hallway. Edges between nodes represent the ability to move between those nodes. For example, a node representing a room may be connected to a hallway node via an edge. Labels can be applied to nodes and edges, such as nodes being rooms or hallways and edges representing doorways or intersections."
170,Short_answer_E,What is a topological map and what information does it encode? Give an example when explaining your answer.,"2,5","The areas are decided and distinguished on the basis of relevant characteristics perceivable by the sensors of the agent. 
- Arcs represent the connectivity or adjacency between the nodes. The robot uses features of the node to decide the entry to these adjacent nodes","A topological map represents areas as nodes and arcs that a robot can traverse on. It consists of entry and exit points recognized by the robot. 

Eg: Considering a topological map of a house, the rooms are areas which are nodes, the walls are boundaries (arcs). The robot can recognize entry and exit points to follow the arcs. The robot has the means to localize and traverse through nodes. "
171,Short_answer_E,What is a topological map and what information does it encode? Give an example when explaining your answer.,3,,"The topogical map is made of nodes and edges. In this both nodes and edges can be encoded with information. in this map is divided into nodes and the nodes are connected by edges

eg:

map = {A:{B,C} , B:{A,C} , C:{A,B} }

Here node A, B, C are adjacent nodes and if the robot needs to more from one place to another graph search algorithms can be used "
172,Short_answer_E,What is a topological map and what information does it encode? Give an example when explaining your answer.,"1,5","The areas are distinguished using relevant features of the region, which is not necessarily related to geometric features.
An example is expected.",The topological map consist of nodes and edges. The nodes represent space or room and edges mean connectivity among the nodes.
173,Short_answer_E,What is a topological map and what information does it encode? Give an example when explaining your answer.,0,,The topological map is 
174,Short_answer_E,What is a topological map and what information does it encode? Give an example when explaining your answer.,3,,"The topological map is storing the characteristics of the robot environment in terms of nodes and arcs. The nodes are list of land marks and the arcs are the conectivity between the nodes. <br>
In a home, there can be living room, bed room, bath room and others, these are the list of nodes<br>
The travelling between or connectivity between rooms is the arcs.<br>
The robot should know on how to localize it self in the environment using nodes and know means of motion between nodes."
175,Short_answer_E,What is a topological map and what information does it encode? Give an example when explaining your answer.,"1,5","The distinct areas of a map are represented as nodes. The agent should be able to distinguishing between them based on perception data.
An example is expected","Topological map are same as symantic map it should has a means to find the position of its own in the node and it should has a means to traverse thought the node, 

It encodes the information of nodes and its connectivity, where the nodes represent the real world and arc represent the adjacent node. "
176,Short_answer_E,What is a topological map and what information does it encode? Give an example when explaining your answer.,3,,"Topological map containe the representation of environment in the form of graph. It encodes the information about the free space in the form of vertex and the path available to move from one vertex to another in the form of edges.
let's consider a hallway with multiple rooms in it. The some rooms are directly connected with each other and others can be reach by going through other rooms. Let the rooms be A-G. The topological map will represent each room with its number(A-F) as a vertex and it containe all the rooms connected with this perticular room as edges ({""A""=['B','E']}). This whole information will be available in the form of graph. "
177,Short_answer_E,What is a topological map and what information does it encode? Give an example when explaining your answer.,1,,Topological map focus on characteristic of environment that are helpful for localization and avoid geometric environmental qualities measurements. This representation specifies nodes and their connectivity in a graph.
178,Short_answer_E,What is a topological map and what information does it encode? Give an example when explaining your answer.,2,,Topological map is a graph based representaion and it essentially entails information of nodes and arcs that shows the connectivity between nodes for traversing. Different semantic information can be associate with nodes and ars.for example the start and goal position of a robot can be represented as a seprate nodes and a path that needs to be followed can be represented as an arc leading to the goal position. 
179,Short_answer_E,What is a topological map and what information does it encode? Give an example when explaining your answer.,1,"It represents areas of the map as nodes and the adjacency between them with arcs. Nodes represents areas in the world and the arcs represent the immediate traversability between these nodes. The areas are decided and distinguished on the basis of relevant characteristics perceivable by the sensors of the agent. 
Arcs represent the connectivity or adjacency between the nodes. The robot uses the features of the node to decide the entry to these adjacent nodes.
- An example is expected","Topological map is a kind of map that makes uses of topological decompostion. Intead of storing measurements of the features present in the environment, it stores the dat in the form of nodes. i provides the data in the form of table, where the table consists of nodes and connecton between nodes."
180,Short_answer_E,What is a topological map and what information does it encode? Give an example when explaining your answer.,0,"- Nodes represents areas in the world and the arcs represents the immediate traversibility between these nodes. The areas are decided and distinguished on the basis of relevant characteristics perceivable by the sensors of the agent. 
- Arcs represent the connectivity or adjacency between the nodes. The robot uses features of the node to decide the entry to these adjacent nodes ","Topological map is map that represnt the details of the earth surface.
As an example if we take a map of a city. iT HAS THE INFO about roads buildings and mountains rivrs etc"
181,Short_answer_E,What is a topological map and what information does it encode? Give an example when explaining your answer.,3,,"Topological map is to represent the real environment by nodes and connect them by edges.A topological map should have a means of travelling between nodes and the robot should know which node it is in.

Edges represent the connection between nodes and nodes can embedded not only the name of the node, but also a hierachical map for the node. For example. The floor map of a dorm has 5 nodes (rooms), each nodes (room) can embedded a map of that specific room."
182,Short_answer_E,What is a topological map and what information does it encode? Give an example when explaining your answer.,"1,5","These nodes are connected based on their adjacency.
An example is expected.",topological map it repersent the envrioment to nodes each node have information about the map and robot postion and they are contted to each other. the most important thing that the robot must have the senosor that precive this information and can be able to move through these nodes. 
183,Short_answer_E,What is a topological map and what information does it encode? Give an example when explaining your answer.,2,The robot uses the sensory characteristics of these areas to determine the traversibility between the nodes connected by arcs in the navigation application. An example is expected.,Topological map represent areas with charecteristics or features rather that their locations. In robotic applications this kind of map consists of nodes and arcs. Nodes represent areas and arcs represent the collection between node pairs. The Nodes are represented using features of the corresponding area.
184,Short_answer_E,What is a topological map and what information does it encode? Give an example when explaining your answer.,3,,"Topological map represents important characteristics of the environment with nodes and connections between the nodes. For example, in an office environment, there are 3 rooms, 2 pantry, and 1 passage. So it'll create 6 nodes for each area and make connections between these 6 nodes. Nodes contain information such as id, or some landmark information from that location, in order to help robot to localize faster."
185,Short_answer_E,What is a topological map and what information does it encode? Give an example when explaining your answer.,3,"- To be precise, the locations would the areas or regions of a map
- Arcs (referred as edges) represents adjacency of the nodes in the navigatoin application. ","Topological Map: 

1. Topological map represent the map in the form of nodes and edges where nodes can represent the possible location of robot in the map and edges can represent the adjacency of those locations.
2. So, if robot wants to move from one location to another location then in that case, edges will represent the position movement locations.
2. Example - In a building having n rooms, thus having n locaitions and resultant node, edges will represetn the possibility of movement to those location if the locations are in adjacen positions."
186,Short_answer_E,What is a topological map and what information does it encode? Give an example when explaining your answer.,3,,"Topological maps are simple representation of environment with nodes and edges like graph
Unlike other maps, topological map has nodes with information related to the surroundings of that particular node

Example:
1. If we are representing an office, all the rooms can be considered as nodes and the path connecting the rooms can be considered as edges. 
2. This node encodes data like feducial markers, Qr codes, images with which robot can confirm and locate itself inside that particular node 
3. Edges may contain information like the status of the door (door may be open or closed or blocked)"
187,Short_answer_E,What is a topological map and what information does it encode? Give an example when explaining your answer.,2,Every node is distinguished based on relevant sensory characteristics. The navigating agent should be able to localize in a node and traverse to adjacent nodes which are connected by arcs in the map representation,Topological maps contains information of environment in terms of nodes and connectivity between nodes as archs. Example: two room could be considered as seprate nodes and a robot could traverse between nodes while following the arch contraint.
188,Short_answer_E,What is a topological map and what information does it encode? Give an example when explaining your answer.,"1,5",The distinct characteristics which are perceivable by the sensors of the robots are associated with a node representing that region. The connectivity between different areas (or nodes) is represented using arcs in the map. ,"Topological maps encode data related to the topology of the area. While the exact map identifies geometrical shapes, the topological map identifies topology. For example, if the area is a mountain or a plateau then the same will be shown on the map as a circle citing the peak of a mountain or the outline of the peak of the plateau will be shown on this map."
189,Short_answer_E,What is a topological map and what information does it encode? Give an example when explaining your answer.,3,," 


Topological map is graphical representation of the environment, it represents characteristics of the environment not the geometrical qualities. we have nodes and edges. Nodes specifies some features and edges is a way to map from one node to another. In nodes we can add more semantic information like what is in the this room(tables, chair etc). Topological map could be hierarchical representation of the semantic information. Inside a node we could have ocuupancy grid map or topological map inside another topological map.  Two important constraints for robot to satify are:
* detect current position in the graph
* able to traverse between graphs nodes during motion. "
