	id	answer	score
264	8	A hypothesis $h \in H$ shatters a dataset $A \subset X \Leftrightarrow$ for each assignable configuration of $(x_i, y_i)\in A$, $h$ perfectly classifies all elements of the set $A$.	2
265	8	YOUR ANSWER HERE	0
266	8	A hypothesis $h \in H$ shatters a dataset $A \subseteq X \Leftrightarrow$     at least on possible combination of dataset $A$ can be classified by the hypothesis $h \in H$ with zero training error.	0
267	8	there exists an arrangement of these points in A sucht that for each possible combination of labels to these points  the hypothesis h has zero training error	0
268	8	An hypthesis *h* shatters a dataset A, if for a given data set, h is able to distinguish (or separate) the different classes of this data set.	2
269	8	, if there exists a configuration of $X$, so that $h$ gets zero training error on any dichotomy of the datapoints.	0
270	8	H shatters A when for example in given dataset (X_1,X_2...X_r) output are in a form (X_1, Y_1),(X_2,Y_2)...(X_r,Y_r) there has been found a 0 error.	2
271	8	... when our learned machine achieves zero training error on every classification problem of the dataset A. Since we got a selection of $n$ points in the dataset A, the number of problems in binary classification is 2 to the power of $n$ (I didnt find the 'Dach' symbol on the english keyboard :) )	2
272	8	Considereing a dataset $A \subseteq X$ ,where X is the instance space and A contains N elements. Now there are $2^N$ binary maps or learning problems when we wnat to separate two classes.    If any of these problems can be separated completely by hypothesis $h \in H$ then h is said to shatter A.    i.e., a hypothesis shatters a dataset, if it can completely separate the classes with zero error for all possible combination of labels in the dataset. 	2
273	8		0
274	8	YOUR ANSWER HERE A a hypothesis $h \in H$ shatters a dataset $A \subseteq X \Leftrightarrow \ldots$ if there exists a an $\alpha for every training set with zero training error	1
275	8	A dataset $A \subseteq X $ with N datapoints has $2^N$ binary maps. If for any of these binary maps, a hypothesis $h \in H$ splits the positive data from the negative data such that there is no training error, then it is said that h shatters the dataset A.	2
276	8	when every possible combination of input and desired output can be classified using $h$	1
277	8	A hypothesis $h \in H$ shatters a dataset $A \subseteq X$, then for every point $x_i \in A$ there is a label $y_i \in \{1,-1\}$ and the $H$ can saperate these two classes using $h$ with no training error.	2
278	8	h shatters A when and only when for all possibilities of (a_1, y_1), (a_2, y2), ... ,(a_n, y_n), where y is the class lable (1 or -1) there exists some $ alpha  $ for a learning machine f that produces 0 training error.	2
279	8	when all combinations of position and labeling of the data can be separated in the given classes by the hypothesis	2
280	8	for all possible classified subsets of dataset A the hypothesis h can seperate it	2
281	8	If there exist atleast one configuration of A for which training error of h is zero. i.e. it successfully classifies all oints in A. 	0
282	8		0
283	8	A hypothesis h is model that separates a dataset consisting of {(x_i , y_i)} samples into positive and negative samples. h is said to shatter a given subset of a dataset if it can successfully separate at least one configuration of the subset of dataset.	0
284	8	"""h"" shatters A if for any set of input data points in A there exist at least one training error of zero."	2
285	8	for each of the $2^N$ (where N is the size of A) combinations of input output mappings of the form $(X_i, y_i)$, h is able to classify the data correctly that is with zero error. 	2
286	8	A hypothesis $h \in H$ shatters a dataset $A \subseteq X $ if there exists an $\alpha$ for which there is zero training error	2
287	8	there exist w weights, which produce a perfect classification.	0
288	9	YOUR ANSWER HERE: Widrow- Hoff rule:  - $\Delta w$ = $\eta e(n) x(n)$  - Widrow-Hoff rule states that when an input x(n) produces an error e(n), then the change in the weight is directly proportional to the error signal and the input signal.	1
289	9	This the basicly the calulating mean squared  error (MSE) from the expected output and real output.    Modifiying the weights for Minimizing MSE it . 	0
290	9	YOUR ANSWER HERE    $\Delta W_{ji}$ = $\eta e_jx_i$    Adjustment made to the weight of a neuron is proportional to the product of the error in that neuron and input applied to the neuron.	2
291	9	Widrow-Hoff learning rule is derived from LMS error method, and it is defined as: $W{t+1} = W{t} + \mu \cdot \Delta W$, where $\mu$ represent learning rate, and  $\Delta W = -(gradient \ of \ instantaneus \ erorr) = -(d - y)X $, Here $d$ represent desired signal, while $y$ represent output signal of a neuron. $X$ represent input of a neuron	2
292	9	delta $ w_{kj} =  \eta e_k . x_j $    Widrow hoff rules states that the change in synaptic weight is proportional to the product of the error signal and the input signal 	1
293	9	$\Delta w(n) = \mu * x(n) * e(n)$    $\mu = $ learning rate    $x(n) = $ input at timestep n    $e(n) = d(n) - y(n)$    $d(n) = $ desired signal at timestep n    $y(n) = $ output of the network at timestep n    The Widroff-Hoff (or delta rule) changes the weights depending on the input and the error, which is the difference between the output of the network and the desired output. This weight change can be scaled by a learning rate.	2
294	9	$$\bigtriangleup \omega_{ji} = e_j * x_i$$  $$\omega(n+1) = \omega(n) + \eta \bigtriangleup \omega_{ji}$$    Widrow Hoff learning rule says that, the synaptic weight update is directly proportional to the product of error and the input.	2
295	9	Widrow-Hoff learning rule: The rules states that the weight update is directly proportional to the product of the input to the neuron and the error.    $\Delta w_{ij} = \eta e(n) \sum x_i(n)$	1
296	9	Widrow hoff's learning rule states that the adjustment of the weight of a synapses are propotional to the product of the error function and the input which is given by the synapses based on the problem.  	1
297	9	Widrow Hoff rule is based minimising the mean square error using gradient descent alogirthm. Weights are adjusted in following manner:<br>   w(n+1) = w(n) - n (gradient of mean square error) <br>  It takes the gradient of the mean square error $0.5 e^{2}(n) = e(n) \frac{\partial e(n)}{\partial w} = e(n) x(n)$	2
298	9	it is based on minimization of error cost function $\xi(w) = 0.5 e^2_k(n)$, so synaptic weight from neuron k to input j is updated in a direction opposite to gradient vector of $\xi(w)$, that is $w_{kj}(n+1) = w_{kj}(n) - \eta \nabla \xi(w) = w_{kj}(n) - \eta e_k(n) x_j(n)$, $\eta $ is learning rate.$e_k(n)$ is neuron k error signal, $x_j(n)$ is input data.	2
299	9	The Widrow-Holf or delta rule is a gradient descent learning rule used to adapt weight in a perceptron.     $\Delta w(n) = - \eta(d(n) - y(n))x(n) $    $\Delta w(n) = - \eta e(n)x(n) $	1
300	9	The widrow-Hoff (delta) learning rule is given by  $$ w(n+1) = w(n) - \eta x(n) e(n)$$  where $e(n)$ is the error vector, $\eta$ is learning parameter, $x(n)$ is input vector.	1
301	9	The Widrow-Hoff Learning rule is also referred to as Delta, or Least Mean Square (LMS) Rule. It is used to minimize the cost function and is defined as follows:    Delta w_ji(n) = eta (partial x_i(n) / (partial w_ji(n))    where eta is the learning rate paramter, x_i(n) is the total instantaneous error energy and w are the weights.	1
302	9	The Widrow-Hoff learning rule, also called delta rule, is used for learning a network by adjusting the synaptic weights of the network with the error signals:    $$ w(n+1) = w(n) + \eta (d(n) - y(n)) x(n) $$    where $n$ is the number of iteration, $\eta$ is the learning rate, $d(n)$ is the desired output signal, $y(n)$ is the actual output signal, and $x(n)$ is the input signal. $(d(n) - y(n))$ is the error signal.	2
303	9	$$ \Delta w(n) = \eta * e(n)*w(n) $$  $$ e(n) = (y-d) $$  The widrow hoff learning rule is error correction learning. It is used to train a network in a supervised manner. The widrow hoff learning rule can be derived from gradient decent. The rule consists of the error e(n) the neuron has and is muliplied with the weight so that the impact of the weight to the error is incorporated into the update.  A learning rule is use as a adjustment in how much we trust the weight change. The error is calculate by the difference between the current and expected output.	2
304	9	The Widrow-Hoff learning rule is defined as: $w(n + 1) = w(n) + \eta * x(n) * e(n)$    The Widrow-Hoff learning rule is a rule for adjusting the weights of a NN for a error correction learning task. This learning rule is derived from the steepest descent method, where the direction for the minimization of the error is the defined as the oposite direction of the cost function's gradient. This gradient can be simplified as $x(n) * e(n)$, where e(n) is defined as the difference between the desired response and the actual response of the learning machine (NN): $e(n) = d(n) - y(n)$.    $\eta$ defines the learning rate used.	2
305	9	The Widrow-Hoff rule is used in error-correction learning and uses the current error and output of the system to determine the new weights.    $w(n+1) = w(n)+\eta \cdot e(n) \cdot y(n) $	1
306	9	Windrow-Hoff rule is   $$W_{new}=x_{input}*W_{old}*(d_{output}-y_{output})*eta*a $$    where   $W_{new}=new weight,W_{old}=old weight,d_{output}=desired output,y_{output}=actual output,x_{input}=input, eta=learning rate, a=learning constant$	0
307	9	For neurons with a linear activation function (ADALINE): $w(t+1)=w(t)+\alpha (d-y)x$, where x is the input pattern, d is the true value and y is the net output. Notice that the delta rule looks similiar to the perceptron learning rule, but was derived from SD, whereas the perceptron works with a step function which is not fully differentiable.	2
308	9	Widrow-Hoff learning rule is also known as error correction rule is used to update the weights as:  $\Delta w = \eta (d_i-y_i)x_i$ where, d is the desired output and y is the output the network generates and x is the input.	1
309	9	Weights adjusted are proportional to the product of error signal and the input vector    w(n + 1) = w(n) + $\eta(d-y)x(n)$    $\eta$ is learning rate, d is desired output, y is current output. x(n) in input vector. 	2
310	9	YOUR ANSWER HERE Adaption of weight is proportional to product of input and error:  $w_{new} = w_{old} + x*e$	1
311	9	$ \Delta w = \eta e(n)x(n) $, where $\eta$ is the learning rate.    Widrow-Hoff rule states that the change in weights is proportional to the product of the error and the input in the corresponding synapse.	2
312	9	$w(n+1) = w(n) + \mu (d(n) - y(n))x(n)$    The change of the weights is determined using the error ($d(n) - y(n)$) and the input that was given to the network. The learning rate can improve learing speed. The new weights are dependent on the old ones and the change calculated	1
313	9	$w_{ij}(n)= w_{ij}(n-1)+ learningrate*(d_j-y_j)*x_i$    we change the weights by computing the error $e_j= (d_j-y_j)$ for the input and multiply it by the learningrate and the $x_i$ and adding it to the old weight. This minimises the squared error function (our cost function) and is the online variant of the steepest decent method. 	2
314	9	Rule: w+1 = w + n * x * ( y - d)  where n is the learning rate, x is the input, y is the ouput of the network d is the desired output    The widrow-Hoff rule minimizes the error (y-d). The weight change is proportional the ibnput x and the error. It can be derived from steepest descend.	2
315	9	w_new = w_old + learning_parameter * error(n) * input(n)    while error is: desired_input - current_output    the new value for the synaptic weight is computed of the old value plus a learning rate times the current error and the input. The output error is decreased in each step until the change is to small or the generalization is sufficient 	2
316	9	weights(t) = weights(t-1) * learning_rate * (desired(t) - output(t))    The Widrow-Hoff rule, also the delta rule, is used to update the weights of neural networks in a learning algorithm. It uses the previous weights' result and compares it to the desired result. This discrepancy is then applied to update the weights based on a learning rate.	2
317	9	YOUR ANSWER HERE	0
318	9	Widrow -Hoff learning rule states that the adaptation made to the synaptic weights is proportional to the product of input and the error function.It basically states that if the error is high then the product of input and error will also be high , and thus the adjustment made to the weight would be more.  $w_j(n+1) = w_j(n) + eta*(error)*input$	2
319	9	Widrow Hoff learning rule is also called as error corresction learning rule. The error is defined as the difference between the desired and the actua output of the learning machine. Assuming the desired signa is available, the error is computed and weights of the neural network are upadted in the direction of reduction of errors. The error for each input sample for a neuron k is computed using $e_k(i) = d_k(i) - y_k(i)$. weight change $\Delta W = W*e$, that is the dot product of error and the weights is computed.	2
320	9	YOUR ANSWER HERE	0
321	9	The Widrow-Hoff learning rule is given by  $$w(n + 1) = w(n) + \eta e(n) x(n)$$    where   $w(n)$: Weight in iteration n    $e(n) = d(n) - y(n)$: Error    $d(n)$: Desired output    $y(n)$: Actual output    $x(n$: Input      $\eta$: Learning rate	1
322	9	Given a neuron k excited by an input signal $x_i$, if $w_{ki}$ is the synaptic weight of the neuron, then the Widrow-Hoff learning rule gives the weight adjustment $\Delta w_{ki}$ applied to the neuron k in mathematical terms  as follows: $\Delta w_{ki} = \eta x_i(n)e(n)$ where e(n) is the instantaneous value of the error signal. Thus the  Widrow-Hoff rule states that the synaptic adjustment applied to the weights of a neuron is proportional to the product of the input signal to the neuro and the instantaneous value of the error signal. This rule assumes that the neuron has an external supply of desired response so that the error can be computed. 	2
323	9	$\Delta w(n) = learning\_rate \cdot x(n) \cdot e(n)$, where x is the input data, $e = d - y$ is the error from the desired output and the actual output, and the learning_rate is a parameter chosen as necessery to change the speed of learning.    $w_{new} = w_{old} + learning\_rate \cdot x \cdot e$, this is the formula to update the weights and to learn the input data.	2
324	10	the back propagation algorithm  it consist of forward pass and backward pass    computes the output of the neuron     then it propagates in backward direction while recursively compute local gradient of the neuron     weights are adjusted accordingle.	1
325	10	Back Propagation is the process of learning in Multi Layer Perceptron in which the error from, the output of the network is fed back into the network to adjust the weights in the hidden layer. That is the error back prpagates into the network to enable the network to learn by adjusting the synaptic weights based on it.	1
326	10	YOUR ANSWER HERE    * Back propagation is a process to make adjustment to the weights of a neural network in a way that minimizes the average squared error of the training data.    * It uses steepest decent method. In each step it moves towards the direction that gives maximum decrease of the error.    * In back propagation the error is propaged backward from the last layer towards the earlier layers. The adjustments made to the weights is proportional to the partial derivative of the error with respect to the weight.    * The partial derivative is calculated using repeated application of the chain rule.	1
327	10	The idea of back propagation method is to propagate error from ouput (final) layer backward to hidden layers, and adjust the weighs of neurond in hidden layer, based of this error. This is required because we do not have error information for hidden layers, only for output neurons. The error from output layer is propagated to hidden layers using idea from steepest descent method. Namely, local gradients are computed for each neuron in backpropagation, and these local gradients define how error changes, in terms of weights. Local gradients are derived from chain rule for each layer. The fact that local gradient for each hidden layer is derived based on local gradient of a previos layer, defines that as we propagate more and more in hidden layers of NN, the gradient of a error function vanishes, which means that as we go deeply back in NN, the change in weights is becominng smaller and smaller. This is a drawback of back propagation method. 	2
328	10	The back propagation is a learning method in neural networks. Back propagation enables the feed forward netwowrk to represent XOR gate.    It has two phases:    forward pass: the initial weights are used to calculate the value of the output neuron    backward pass: starts from the output layer and travels backward. During this phase the weights are changed based on the local gradients of each neuron|	1
329	10	Back propagation is used to learn weights in a multi-layer feed forward network. It is divided into two steps: forward and backward. In the forward step one input is passed through the network to calculate the output of the network. This output is used to calculate the error of each output neuron given the desired output. After this forward step, in the backward step the weights are changed beginning in the end of the network. Each weight is changed by taking the derivative of the activation function of the neuron times either the error, if the following neuron is an output neuron, or all local gradients of connected neurons times the corresponding weights. The weight changes are the local fields.	2
330	10	* Backpropagation is a steepest decent method that calcualtes the error at the output neurons and backpropagates those errors backwards to update the weights of each neuron.  * The synaptic weight updated is directly proportional to **partial derivatives**  * Local gradient is calculated at ouput neurons and hidden neurons.  * Local gradient at output neurons are calculated using the observed error.  * But the error function is missing in the hidden neurons, so the local gradient of hidden neuron j is calculated recursively from the local gradients of all neurons which are connected directly to the hidden neuron j. 	2
331	10	Backpropogation has 2 steps.     Forward pass: In forward pass the data is run through the network and the error is calculated.    Backward pass: In Backward pass the weight is adjusted using local gradient of error such that the error is minimized.    There are many ways for weight adjustment like, steepest descent, Newtons method, Gauss newton method.	1
332	10	Back propogation usually occurs in a multi layer perceptron.     It uses a non linear activation function.     Basic elements:   1. Functional signals: These are the input signals, which passes through the network from left to right. As the name denotes it performs a usefull function at the output of the neuron and another reason for the name is that the functional signals are calculated based on the parameters and the activation function.     2. Error signals: Error signals propogate usually in the reverse direction which contains the error based on the desired output.     It consists of 2 phases:   1. Forward phase: In the forward phase the signals propogate from left to right. Weights are fixed and passes through all the layers of the network, that is undergo all the activation.     2. Reverse phase: In the reverse phase, the local gradients are calcualted and are propogated through in the backward direction. Here weights change.	1
333	10	Backpropogation is used for training multi layer networks. It constitutes of forward pass and backward pass. In forward pass network computes the output. Based on this the errors are calculated based on difference between network output and desired output. These errors are the backpropogated to network during backward pass and used for adjusting the synaptic weights. 	1
334	10	It contains forward pass and backward pass. In the forward pass, input is applied to the network and propagate it forward through the network, then compute the output of neurons in output layer and errors for output neurons. In the backward pass, compute local gradients and update the synaptic weights according to error correction rule for each neuron layer by layer in a backward direction.	2
335	10	Backpropagation is a learning algorithm in multi layer networks that consists of two phases, a forward pass and a backward pass. In the forward pass, the output is calculated by passing activations layer through layer starting from the input, then through hidden layer and finally output. Then the error is calculated in the output layer and propagated backward through the network. In the forward pass, the weight do not change. In the backward pass, the weights change in proportion to the local gradient.	1
336	10	Backpropagation is a neural network based learning algorithm where the network learns by propagating the error through the network. BP consists of two stages:  + Forward pass: where the error is computed by feeding the input to the network.  + Backward pass: where error is propagated through the network for doing the weight updates locally.  Since BP has vanishing gradient problem, it is useful to use activation functions which are infinitely differentiable such as sigmoid function.	1
337	10	The back propagation algorithm is used to calculate the error contribution of each neuron after a batch of data is processed. Required is a known desired output of each input value. Thus the back propagation algorithm is a supervised method. The algorithm can be subdivided into two phases:    1) Propagation:  * Propagation forward through the network to generate the output value(s).  * Calculation of the cost error term.  * Propagation of the output activation back through the network usin the training pattern target in order to generate the deltas (differences between desired and actual output) of all output and hidden neurons / by recursevliy computing the local gradient of each neuron.    2) Weight update:    For each weight the following steps need to be applied:  * The weight's output delta and input activation are multiplied to find the gradient of the weight.  * A ratio (percentage) of the weight's gradient is substracted from the weight. This ration is also referred to as the learning rate and influences the speed and quality of the learning.    Learning is repeated for every new batch until the network performs adequately.	2
338	10	Backpropagation is an algorithm for training a neural network, and it contains of two main stages. The first stage is to compute the actual output given the input; in this stage, the signal flows forward from the input layer to the output layer, and the synaptic weights are fixed. The second stage is to update the synaptic weights by propagating the error signals backward from the output layer in a layer-by-layer manner; for each neuron, the local gradient, the partial derivative of cost function to the local field, is computed. 	2
339	10	Backpropagation is a learning algorithm for Multilayer FF NN. It is supervised error correction learning.   The weights are initialised randomly    The algorithm has to steps:    In the forward pass the the output is calculated by using the current weights.    In the backward pass the weight update for the outputlayer is as like in single layer ff. The error is used to update the weights. BP allows us to also calculate the error of hidden layers. For each hidden layer we use a local gradient as the error. The local gradient is the sum of weighted error of the following layer, which is passed trough the derivate of the activation function. So it is possible to backpropagate the error from the output layer to to first layer.    A common Problem in BP is the vainshing gradient problem. Depending on the activation function used the local gradient gets smaller in each layer until it is eventually less than the floating point precision used. This limits the number of layers that can be stacked.	2
340	10	The back propagation algorithm is a learning algorithm for updating in the weights in a multi-layer neural network. For updating the weights of all the layers, the error of each neuron must be calculated. In the back propagation algorithm, two phases will be defined:  - Forward phase: the output of the neural network will be calculated and also the error of the neurons in the output layer.  - Backward phase: the gradient of each neuron will be calculated, by using the calculated error on the output layer and the defined connections between the hidden layer and the output layer. If multiple hidden layers are defined, the error will be iteratevely will be given backwards and the weights at each neuron will be updated.	1
341	10	Backpropagation is used in Multilayer Perceptrons to give a method of adapting the weights. First the forward phase is run like in a regular feedforward network. Then after the output and thus the error is determined the error is backpropagated from ouput layer through the network. Since we have multiple layers, there is only a desired output of the network for the last layer. To counteract this problem a gradient is calculated for every neuron during the backward pass. The gradient is giving a measure of the contribution of this neuron to the final error. The gradient is then used to update the neurons weights. If the neuron is not part of the output layer, the previous gradients are used to calculate the new gradient instead of using the error.	1
342	10	Back propagation consists of two steps:  1. forward pass - data is passed through the network and weights are atapted  2. backward pass - by using local field of each neuron error signal is propagated backward by using local field of each neuron from end to beginning and stacking them up. Local field is partial derivative of the output signal of a a neuron, for output neuron it is simplest to calculate as it has only desired output and actual output to deal with.	1
343	10	Backpropagation is the general form of the delta rule, formulated for networks with multiple hidden layers. Here, we propagate the error of the network back to the input layer to determine the change of weights, using the error signal in the output layer and subsequently the local gradients in the hidden layers. In the forward pass, we compute the net output forwards. In the backward pass, we propagate the error backwards. The BP rule was derived from the error gradient w.r.t. the weights, and application of the chain rule.	2
344	10	Back propagation is propagation of error from the output layer to the hidden layer in network with multiple layers.     This is done by calculating the local gradient of each node and then using this (along with the weight) to determine how much of the error is to be propagated to the particular node	1
345	10	In back propagation, there are two phases:    1. Forward Phase: First we apply input to the network and compute the current output.   2. Backward Phase: We compute the error between current and desired output. Error is minimized by computing gradient of error with respect to weight. In return, weights are adjust.    After adjusting weights in backward phase, we again go to forward phase and compute the current output, check whether error is minimized or not. 	1
346	10	YOUR ANSWER HERE Back propagation wants to minimize the error function E. E is given by: \( $ \frac{1}{2}\sum e(n)^{2}$  \). THe error function can be minimized by calculating the gradient starting from the output. Term for calculating the gradient differs. It depends on whether the neuron for which the gradient to be calculated is an output neuron or  a hidden neuron.	1
347	10	In backpropagation, the gradient of the error produced at the output layer (by partially differentiating the cost function with respect to the weights) is propogated backwards one layer at a time back to the input layer. This propagated gradient is used to update the weights in the corresponding layer. Backpropagation is necessary because the desired output at every layer is not known and it is only possible to formulate the cost function at the output layer.	1
348	10	Back propagation is used in multi layer network. It consits of two phases: Forward and backward.  In the forward phase we give and input to the network and caculate its outputs. Also memorize the local field of each node. The local gradient (delta) is used to adapt the weights of the layers. It is different for output and the remaining layers.     For node i in an output layer: $\delta_i(v_i) = \varphi^\prime(v_i)(d_i - y_i)$    For node i in other layers: $\delta_i(v_i) = \varphi^\prime(v_i)\sum_{j\in C} w_ji \delta_j(v_j)$, where $C$ are all the nodes that use node i output as an input    repeat this process for all input data until error is small enough	2
349	10	The back propagation algorithim is there to train a mulilayer feedforward ANN. We change the weights by computing the local gradiant at each neuron by using the neurons in the layer befor. The local gradient of the output neurons can be computed easaly. The activation function has to be differantable for the backpropagation algorithm.    In the forwart pass we compute the output y at the output layer.    In the backard pass we use the output y and our desired output d to compute the local gradients at the output layer. Then we go back layer by layer and use the local gradients from before to compute the new local gradients.    By that we minimize the average squared error function.	2
350	10	In multi layer ff networks the error is only available in the last layer. Therefore the error is propagated back through the network using the backpropagtion algorithm. In order to do so the local gradient has to be calculated.   Update of the weight: w+1 = w + n * x * gradient where the iput x is the output of the previous layer.  The local gradient is calculated diffrently depending if the neuron is in the output layer or in the hidden layer.    Output layer: $ gradient = phi`(x) * (y -d) $    Hidden Layer: $ gradient = phi_j`(x) * SUM(w_i * local gradient_i) $    	2
351	10	back propagation is used in multilayer feedforward networks. first the forward pass is computed. The given error at the output nodes is used to compute the weight changes using widrow-hoff learning rule. then the error is given back layer by layer in the backward pass to compute the error and weight changing for each layer recursivly. The learning can be done in sequential (online) or batch mode (offline) 	1
352	10	Back propagation is a learning algorithm for multilayer neural networks. At first, the input is propagated through the network until the end is reached. Here the error is calculated with the desired result. Then the error is used to update the weights from the back to the front. For the output layer the weights can be updated directly with the calculated error. The following layers have to use the local gradient of the previous error, which is calculated with the derivative of the activation function and its error. This is then used to update the weights and repeated until the front is reached.	2
353	10	In steepest gradient weights are adjusted in decreasing direction of error function. But for hidden neurons there is no labels available to calculate the error. Hence final ouput error is backpropogated through the layers inside the hidden layers of NN. This is possible with continuous activation function and chain rule on its derivatives.   Final error is differentiated with respect to hidden weights. Chain rule is applied to find local error on hidden neurons. 	1
354	10	Backpropagation is a neural network which has two stages:  -Forward pass: In forward pass the error is calculated in the output layer with the help of the desired output and the given output. e = d - y  - Backward pass: It begins in the output layer , in this case the error is passed backwards with the calculation of gradients at each layer of the neural network  So in back propagation the adjustment to weights is made based on the local gradients which is calculated at each layer.	2
355	10	Back prop is a way of training a neural network by adapting the weights using error produced. It consists of two phases, forward and backward. Forward phase computes the output along the network using the function signal. In the backward phase, the error of thr outpur fromthe derired output is computed and a local gradient of the error is used to update the weights iof the network. The local gradient considers the credit or blame of the corresponding weights of neuron in producing the output.	2
356	10	Back propagation is a steepest decent method that uses the final produced error and the local gradient to define the amount of change needed for each synaptic weight.    In this method we have two phase:      - forward phase: in this phase we feed the input to the network and the network calculate the output      - backward phase: in this phase we first calculate the error and then use the local gradient to propagate the error to the network from the last layer to the first and manipulate the synaptic weights	2
357	10	Back propagation is moving the error backwards recursively through the network by calculating the local field of every neuron to update the weights. It is based on the chaining rule of derivatives.	1
358	10	The back propagation algorithm is based on the error correction learning rule and consists of two passes:  1. Forward pass : The input signal applied to the source nodes of the network is propagated forwards through the different layers of the network, and the output is computed at the output layer of the network.  2. Backward pass : The error signal computed at the output is propagated backwards, with a local gradient computed at each of the hidden layer neurons, in order to adjust the synaptic weightsof the neuron in the network.	2
359	10	Back propagation consists of two steps:  1. step - Forward pass: Here the input data is fed into the network and the output is calculated at the output nodes. The usual calculations of the induced local field are done by using this formula $v = \sum wx + b$. The output is then calculated using this formula $y = f(v)$, where f() is the activation function.    2. step - Backward pass: Here the error is backpropagated through the network from the output layer to the input layer. In the output layer the error is calculated using this formula $\delta = d - y$, using the desired output d and the actual output y. In the layers before the output layer the local gradient is used to calculate the error using the error from the output layer $\delta = w\delta x$. Additionally the weights are updated using $w_{new} = w_{old} - learning\_rate \cdot \delta x$	2
360	11	if the learning rate is large then the it follows the zizag motion.    if the learning rate is too low then it takes time for converging .    if the learning rate is very large or critcal then it becomes unstable.    while processing there is possiblity that it will get stuck in local minima.	2
361	11	When using steepest descent the learning rate($\eta$) determines the speed at which the weihts are adjusted in the NN. There can be two possible danger related to leraning rate depending on its magnitude:  1. Low learning rate(eg, $\eta = 0.01$)  results in smooth variation of the weights but makes the process becomes slow.  2. Hight learning rate (eg, $\eta = 0.01$) results in faster weight adjustment but it leads to an oscillatory nature in the learning which is unwanted.	2
362	11	YOUR ANSWER HERE    * With a small learning rate the network will converge very slowly towards the optimal weight of the network but it will give better perfomance in generalization.    * With a high learning rate there can be zigzag effect. because of the large rate the network may miss a local minima and jump to a higher point.    * With a very high learning rate the network may become unstable.	2
363	11	The learning rate defines the speed of steepest descent search for min of a error funtion. In other words, it defines how strong the change in weights will be, throughout optimization procedure. Higher learning rate, faster learning, but then learning is characterized by oscilations in searhc for min. This is dangerous because if learning rate, becomes bigger that a certain value, it can make search with steepest descent unstable. IN this case steepest descent will start to diverge, istead of converging to min.   In other case, when learing rate is small that lerning is slower but safer, and the learining path is not oscilatory.	2
364	11	Learning rate is used to decide how fast the network should converge during the training phase    If the learning rate is too high - the system oscillates and  becomes overdamped    too low - the system becomes underdamped and learns very slow	2
365	11	The learning rate tells how long one step in the method of steepest descent is. If the learning rate is too high, the learning will oscillate and may not converge. If the learning rate is too small the convergence will take many iterations.	2
366	11	* Learning rate tells the network that how much steps it should move towards direction opposite to the gradient vector.  * If the learning rate is too large, the weight updation will be high.   * So the danger is, learning may oscillate or the network overfit the data.	2
367	11	Learning rate is used to regulate the speed of learning. If the learning rate is small then the learning is slow and if the learning rate is high then it oscillates. If it exceeds the critical value then the algorithm is unstable.	2
368	11	The learning rate is $\eta$ So based on the learning rate, it undergoes various oscillation.   We could see zigzagging behaviours.   1. When the learning rate is large, the system is said to be under damped.   2. When the learning rate is small, the system is said to be over damped. Here we can see a zigzagging behaviour towards the convergence phase.   3. After the learning rate crosses a certain value it becomes unstable.     It may stuck in a local minima which is considered to be another danger 	2
369	11	Learning rate in steepest descent can directly affect the convergence of the algorithm. If the learning rate is very small then algorithm can take long time to converge i.e response is ovderdamped. But if the learning rate is amde very high then we may observe zig-zagging (oscillatory) behaviour and sometimes algorithm may fail to converge  (underdamped response).	2
370	11	learning rate controls the speed and convergence of steepest descent method. 1. if it is small, the trajectory of weight vector follows a smooth path in W plane; 2. if it is large, the trajectory of weight vector follows a zigzaging path; 3. if it exceeds a critical value, then the algorithm is unstable.	2
371	11	The learning rate tells us how confident we are of the error, and it affect the convergence rate. A low learning rate will slow the convergence, making the system overdamped. A high learning rate will speed the convergence but the value oscilates, making the system underdamped. The system can become unstable if the learning rate is above a threshold value.	2
372	11	+ If the learning rate is too small, then the system is overdamped and the algorithm takes a long time to converge.  + If the learning rate is too large, then the system is underdamped and the algorithm oscillates around and optimal solution or could potentially make the system unstable.	2
373	11	The steepest descent method is an algorithm for finding the nearest local minimum of a function which presupposes that the gradient of the function can be computed. The method of steepest descent starts at a point P_0 and as many times needed moves from P_i to P_(i+1) by minimizing along the line extending from P_i in the direction of gradient f(P_i) the local downhill gradient. The danger of the algorithm is, that it can get stuck in a local minima.	2
374	11	The learning rate determines the rate of learning: the smaller the learing rate is, the slower the learning process is, but the path of weight adjustment is smoother. The larger the value is, the faster the learing process is, but it can result in oscillation and instability. 	2
375	11	The learning reate is a factor of how much we trust the datapoint. Normally it is in the range of [0,1]. A high learning rate normally results in a faster convergence while a lower rate in a slower conversion. If the rate is choosen to high, it is possible that the cost function diverges. If the rate is to slow it is possible that the rate so conversion is so slow that we never reach a local minimum.	2
376	11	The learning rate is a parameter using on updating the weights in a given iteration. This parameter represents the importance that is given to the adaptation of the weights. So when setting the learning rate small, the learning machine will learn slower but also in a more stable way. On the other hand, when setting the learning rate with a large value, the learning machine will learn faster but in an unstable way. The danger here, is that depending on the learning rate's value, the algorithm may never come into the perfect value. If the learning rate is too small, it may land into a local minimum and never approach the global minimum of the function. If the learning rate is too big, the learning progression will have a zig-zagging behaviour and never approach the ideal value.	2
